texto	fonte	ironico	num_de_anotadores_ironico	num_de_anotadores_total	Comparação	Hipérbole	Imparidade	Metáfora	Paradoxo	Vulgarismo	Outro	Sem Evidência
Passos diz que carta de Costa `` frustra as expectativas '' 	Público	Não	0	5	0	0	0	0	0	0	0	5
Cavaco Silva indigita Passos Coelho para primeiro-ministro 	Público	Não	0	5	0	0	0	0	0	0	0	5
Criança de 11 anos de Viana do Castelo que conduziu o carro do pai invoca precedente de Miguel Relvas para exigir a carta 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Austeridade : preço da água impede concurso miss t-shirt molhada na concentração motard de Faro 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Desesperado com derrota nas sondagens , Menezes já está no Facebook a oferecer vidas no Candy Crush em troca de votos 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Último dia de mercado : SIC desvia Shikabala do Sporting para a Quadratura do Círculo 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Basílio Horta faz coligação em Sintra com PSD , CDU , maoistas , liberais , monárquicos , anarcas , bieberianos , vegetarianos e toureiros 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Estátua de Nossa Senhora de Fátima teve assento ao lado de Cavaco Silva no Conselho de Estado 	Inimigo Público	--	0	1	0	0	0	1	1	0	0	0
Aguiar Branco quer bombardear Mértola devido à gripe das aves 	Inimigo Público	--	0	1	0	1	0	1	0	0	0	0
Última hora : Cavaco Silva acabou reunião matinal com Passos Coelho e incumbiu-o de desenvolver diligências para constituir o almoço 	Inimigo Público	Sim	5	5	0	1	4	2	0	0	0	0
Pinto da Costa enviou relva onde Jesus caiu de joelhos no Dragão a António Mexia 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Paulo Portas vai viajar pelo Museu dos Descobrimentos num submarino de brincar 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
O eleitorado unidimensional ou a derradeira hipótese das esquerdas 	Público	Não	1	5	0	4	0	0	0	0	0	1
Estudo encomendado pela Autoridade Tributária revela que o que traz felicidade não é o sexo mas sim pagar a sobretaxa de IRS 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Apedrejamento de autocarros na Pedreira leva polícia a mudar jogos do SC Braga para uma fábrica de esferovite 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Anúncio do BES com a ministra Maria Luís Albuquerque : `` Mas viste os mails dos Swaps ou viste os mails dos Swaps bem ? '' 	Inimigo Público	--	0	1	0	0	1	0	1	0	0	0
Donos das empresas do PSI 20 vão passar o ano várias vezes em cada um dos locais do mundo onde têm o dinheiro 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Suíços restringem entrada de imigrantes para não levarem com mais sobrinhos do Isaltino Morais 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Défice sobe um milhão por hora mas Passos diz que se fizermos as contas ao segundo fica pelo custo da bica 	Inimigo Público	Sim	5	5	0	5	2	0	0	0	0	0
Passos diz que ‘a democracia tem de ser regada’ e que é por isso que ele passa a vida a meter água 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Blatter e Platini foram suspensos da FIFA por 90 dias e já foram convidados para o governo de Passos Coelho 	Inimigo Público	Sim	5	5	0	0	5	0	1	0	0	0
Rui Machete vai apresentar-se aos credores de Portugal com uma corda ao pescoço como o Egas Moniz 	Inimigo Público	--	0	1	1	1	0	1	0	0	0	0
Cristiano Ronaldo está a trabalhar para o bronze e já mandou Jorge Mendes fazer um contrato milionário com o Sol 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Franquelim Alves já vendeu quotas da Secretaria de Estado do Empreendedorismo , Competitividade e Inovação a Cavaco Silva 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Jornalista José Rodrigues dos Santos rasteirou o refugiado José Sócrates quando corria para casa com uma Telepizza nos braços 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Passos gaba-se que fintou Portas como Messi fintou Boateng 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Passos Coelho confirma que quer ‘requalificar’ António Capucho 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Paulo Bento convoca Papa porque qualificação de Portugal só vai lá com ajuda divina 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Gaspar foi o único a não prever vitória dos quenianos na meia-maratona de Lisboa 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
José Sócrates não entendeu porque a Pizza Hut insiste na narrativa de que uma 'Pepperoni Lovers ' custa mais de 10 euros 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
De que se ri Passos Coelho ? 	Público	Não	2	5	0	0	0	0	0	0	1	4
Notícias sobre formação de governo confundidas com campanha sobre a disfunção eréctil 	Inimigo Público	Sim	5	5	1	0	5	0	0	3	0	0
Estátua de Fernando Pessoa senta-se hoje em esplanada do Martim Moniz para evitar as arruadas da PAF , PS , CDU e BE no Chiado 	Inimigo Público	Sim	5	5	0	0	3	2	2	0	2	0
Concerto de Justin Bieber abre com versão pop de ‘Grândola’ 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Governo anuncia que taxa moderadora do aborto é de 63 euros e que taxa moderadora do parto é de 64 euros 	Inimigo Público	--	0	1	0	1	0	0	1	0	0	0
Posto dos CTT de Benfica transferido para a Casa do FC Porto de Lisboa 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Novo reforço do Benfica já pensa em Espanha e Inglaterra tal como Passos Coelho já só pensa em dar o salto para Bruxelas 	Inimigo Público	--	0	1	1	0	1	0	0	0	0	0
Cristiano Ronaldo abraçou jovem adepto , Lionel Messi tentou rechaçá-lo , Vítor Gaspar roubou-lhe a semanada 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
'Barões ' do PSD unem-se contra Passos Coelho que só é defendido por 'bobos da corte' 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Joelho de Ronaldo começou a ter problemas quando surgiram primeiras notícias do BES 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Maria Luís Albuquerque envolvida em swap do guarda-redes Roberto 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
70 notáveis defendem que Portugal deve abandonar o Euro e adoptar notas com a cara do Pinto da Costa 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Novo ano escolar : Ministério da Educação risca números primos e vogais dos programas para poupar dinheiro 	Inimigo Público	Sim	5	5	0	5	2	0	0	0	0	0
Stephen Hawking anda a procurar vida extraterrestre mas pede aos benfiquistas que parem de lhe enviar fotografias de Maxi Pereira 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Crise leva Assunção Cristas a não ter oito filhos como desejava 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Rui Machete trespassa ministério dos negócios estrangeiros a Mira Amaral 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
‘Pai sem nome’ invade comício do PS e queixa-se porque o Governo obrigou os seus filhos a saírem da Quinta da Marinha 	Inimigo Público	Sim	5	5	0	0	2	0	0	0	2	1
Cartier abre drive-thru para pessoas comprometidas com austeridade que não querem ser vistas a comprar joalharia 	Inimigo Público	--	0	1	0	1	1	1	0	0	0	0
CDS-PP exige dinheiro ao PS pelos direitos de formação de Basílio Horta 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Rui Rio foi ao ‘Alta Definição’ dizer a Daniel Oliveira que os seus olhos não dizem nada até depois das eleições legislativas 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Miguel Relvas manda passar factura em nome do Zeca Afonso 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Portugal x Rússia : Fisco vai pedir facturas de cabeleireiros aos futebolistas 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Tendência de moda deste Outono será andar com líderes partidários aos ombros 	Inimigo Público	Sim	5	5	0	0	5	1	0	0	0	0
Efeito Sócrates faz com que PCP e BE já ultrapassem o PS nas sondagens 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
O doce embalo de um governo à esquerda 	Público	Sim	5	5	0	0	1	3	0	0	1	1
Divórcio UE/FMI : Lagarde apanhou Barroso com Merkel 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Passos contrata empresa para atender telefones apesar de ter 10 secretárias , 21 funcionários administrativos e todas as chamadas passarem por Paulo Portas 	Inimigo Público	--	0	1	0	0	0	1	1	0	0	0
Mais de 150 idosos detidos em Portugal poderão ser despejados das suas celas devido à nova lei das rendas 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Vale Azevedo reconhece ter cometido erros grosseiros no orçamento rectificativo 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Portugal tem 3 mil ninhos de cegonhas em torres eléctricas e nenhuma delas paga a taxa de audiovisual 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
António Costa garante que se ele fosse primeiro-ministro o Benfica tinha ontem sido bicampeão europeu 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
PSD alerta que chumbo do Constitucional impede que Portugal seja co-adoptado por Grécia e Chipre 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Cavaco tira as devidas ilações sobre os vencedores do fim-de-semana e convida Carlo Ancelotti e Robbie Williams para formar governo 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Cavaco promulga lei que adia pagamento do subsídio de férias porque o mar é para explorar economicamente e não para tomar banho 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Portugal é o 5.º país mais corrupto do mundo mas governo diz que antes de Sócrates ser primeiro-ministro Portugal era o último do ranking empatado com a Dinamarca 	Inimigo Público	--	0	1	0	1	0	0	1	0	0	0
Seguro a perguntar “qual é a pressa ? ” já lidera top nacional dos toques de telemóvel 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Portugueses trabalham mais 486 horas por ano do que os alemães e por isso é que o português Passos Coelho foi além do que pedia a Angela Merkel 	Inimigo Público	--	0	1	1	0	0	0	0	0	1	0
Ronaldo cita Bill Clinton e garante que urinou mas não abanou 	Inimigo Público	--	0	1	0	0	1	0	0	1	0	0
Paulo Bento chama o Aníbal da Casa dos Segredos para insultar os luxemburgueses 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Hospitais de Santo António e de S. João são os melhores do país mas nenhum deles conseguiu curar lapsos de memória de Passos e Costa 	Inimigo Público	Sim	5	5	0	3	2	0	2	0	1	0
Juros da dívida portuguesa sobem nos prazos de 2 anos , 5 anos , 10 anos e Dia de S. Nunca à Tarde 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Notícias de última hora ( riscar o que não interessa ) 	Inimigo Público	--	0	1	0	1	0	1	0	0	0	0
Última hora : Portugal oferece ajuda externa aos EUA 	Inimigo Público	--	0	1	0	1	0	0	1	0	0	0
Férias judiciais marcadas por arrastão de advogados estagiários 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
António José Seguro sente apoio 'crescente rumo a grande vitória ' e garante que as tropas do António Costa vão suicidar-se às portas do Largo do Rato 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Portugueses que pedem factura nos cafés exigem que Governo também lhes arranje um emprego como fez ao Jorge Silva Carvalho 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Guião da reforma do Estado foi escrito para Schwarzenegger mas ele não aceitou e agora Portas está a tentar Stallone 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Governo não exclui aumento de impostos ou lobotomizar aleatoriamente um em cada 10 portugueses 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Sócrates fez 58 anos e quando soprou as velas desejou que a coligação PSD-CDS ganhe as eleições com maioria absoluta 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Novos cortes no Estado levam portugueses a correr aos bancos para levantarem os 10 euros que têm depositados 	Inimigo Público	--	0	1	0	1	0	1	0	0	0	0
Passos Coelho já prepara futuro programa na RTP 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Rui Moreira vai jogar contra o Zenit como jogador independente 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Cavaco Silva não participa nas manifestações do 1 de Maio porque não trabalha há anos 	Inimigo Público	--	0	1	0	1	0	0	1	0	0	0
Invasão portuguesa de Turim afunda rating da Itália 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
KITT do David Hasselhoff vai ser sorteado pelo Fisco 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Camarão de Espinho quer ser camarão de Ovar porque já cumpriu 3 mandatos autárquicos 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
António José Seguro morreu politicamente após tirar uma selfie 	Inimigo Público	Sim	5	5	0	4	0	1	2	0	0	0
Mourinho já confirmou o regresso ao Chelsea de Abramovich e Passos já confirmou o regresso à Fomentinvest de Ângelo Correia 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Passos desafia PS a clarificar posição sobre futuro governo 	Público	Não	0	5	0	0	0	0	0	0	0	5
Concurso nacional de comentadores arranca segunda-feira 	Inimigo Público	--	0	1	0	0	0	0	0	0	0	1
Cavaco Silva aconselhou Barack Obama a unir os Democratas e os independentes e chamar à coligação “America Ahead’ 	Inimigo Público	Sim	5	5	0	1	1	2	0	0	2	0
Rui Rio vai implodir o Bairro Alto quando chegar a primeiro-ministro 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Passos avisa oposição interna que Paulo Portas também tentou derrubá-lo e só conseguiu provocar-lhe calvície precoce 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Abebe Selassie voltou a Portugal porque a sua saída da ‘troika’ foi ‘irrevogável’ 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Relvas abriu empresa de consultoria este mês e já pediu equivalência a Gandalf de ‘O Senhor dos Anéis’ 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Graffiteiros de Lisboa fazem filas nas Repartições de Finanças para obterem a Licença Especial de Graffitagem e para pagarem o Imposto Único de Graffitagem 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Ex-administradores do BPP vão desfilar no Carnaval mascarados de ex-administradores do BPN 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Estudo 'genético ' de 'O Capuchinho Vermelho ' revela que descende de 'O Lobo e os Sete Cabritinhos ' e é pai de 'Um Estado Melhor ' do Paulo Portas 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Governo sobe IVA para 45 % para compensar receitas perdidas devido à greve dos polícias 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Administração do Grupo BES pode ser imposta pelo Banco de Portugal ou escolhida num 'reality show' 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Casamento gay em França leva Marinho Pinto a propor lei contra o ménage à trois 	Inimigo Público	--	0	1	0	0	1	0	0	1	0	0
Francisco José Viegas quer que o ameaçador asteróide que faz hoje uma tangente à Terra 'vá levar na p…' 	Inimigo Público	--	0	1	0	0	0	0	0	1	0	0
Associações de pais defendem que Nuno Crato esteja todo o ano de férias 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Livro com correspondência amorosa entre Fernando Pessoa e a sua amada Ofélia revela que o poeta acreditava que o sexo oral lhe tinha provocado a cirrose 	Inimigo Público	--	0	1	0	0	0	0	0	1	0	0
Assunção Cristas quer levar jovens para o Interior para formar uma nova geração de Dias Loureiros 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Cavaco Silva decreta 3 dias de luto nacional pela lesão muscular na coxa esquerda do Cristiano Ronaldo 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Jornadas parlamentares do PSD pedem ajuda externa aos deputados do CDS 	Inimigo Público	--	0	1	0	0	0	0	0	0	0	1
Bruno de Carvalho diz que Portugal ter 10 milhões de habitantes é mito urbano pois em Portugal só vivem 2 milhões de pessoas 	Inimigo Público	Sim	5	5	0	5	1	0	0	0	0	0
Ecrã do aeroporto da Portela mostra António Costa , Catarina Martins e Jerónimo de Sousa a serem fornicados por Cavaco Silva 	Inimigo Público	Sim	5	5	0	0	2	0	0	4	0	0
Futuro Governo de coligação PS / Portugueses vai ter 10 milhões de ministros 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Mercado laboral português tem de ser mais flexível , pois muitas empresas que pagam à hora só precisam de 45 minutos 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Passos diz que Europa vive o momento mais decisivo desde a queda do Muro mas acredita que Portugal vencerá a Suécia na final do Europeu de Sub 21 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Cavaco Silva avisa que só dará posse a um governo do PS se António Costa conseguir uma robusta maioria absoluta de 90 % 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Indiano Subir Lall substitui Abebe Selassie como líder do FMI na troika e Arménio Carlos diz que “ Foi embora o escurinho , chegou o monhé “ 	Inimigo Público	--	0	1	0	1	0	0	0	1	0	0
Eusébio chegou ao Céu e já está convocado para jogar no domingo 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Japonês de 112 anos é o homem mais velho do mundo e diz que o segredo da sua longevidade é não seguir as campanhas eleitorais portuguesas 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Lei das 40 horas passa no Constitucional e agora o governo vai tentar esticar horário dos funcionários públicos para as 80 horas por semana 	Inimigo Público	--	0	1	0	1	0	0	0	0	1	0
Durão Barroso decide que Pedro Santana Lopes vai substitui-lo à frente da Comissão Europeia 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Passos Coelho telefonou a Paulo Bento para o informar que vai pagar mais IRS 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Advogado de Isaltino Morais interpõe recurso caso a sua auto-biografia ‘A Minha Prisão’ não ganhe o Nobel da Literatura 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
‘Beverly Hills , 90210 , 90210’ está de regresso mas agora chama-se ‘Urbanização da Coelha , 8200-385’ 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Tribunal Constitucional vai decidir que azeites são verdadeiros ou falsos 	Inimigo Público	--	0	1	0	0	1	0	1	0	0	0
Benfica TV adquire direitos das missas do próximo Papa 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Joseph Blatter sobre a Bola de Ouro de CR7 : 'O que teve que ser teve muita força' 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Estudo demonstra que se membros do Governo fossem pessoas reais seriam alcoólicos e impotentes 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Resultado catastrófico nas autárquicas deixou militantes do Bloco de Esquerda sem vontade de festejarem falência dos EUA 	Inimigo Público	--	0	1	0	1	0	1	0	0	0	0
Sonda Voyager 1 ultrapassa sistema solar e pode chegar aos limites do ego de Paulo Portas 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Portugal amortiza 1,32 mil milhões de euros da dívida e passa a dever mais 10 mil milhões 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Mota Soares corta pensões de sobrevivência mas chama Bear Grylls para ensinar viúvas a matar um urso com uma pinha e um atacador 	Inimigo Público	--	0	1	0	1	0	1	0	0	0	0
Rei de Portugal D. Duarte Pio substituiu Cavaco Silva nas comemorações do Dia da República 	Inimigo Público	Sim	5	5	0	1	3	0	2	0	0	0
Conselho de Estado fez vaquinha para ajudar o grupo Espírito Santo 	Inimigo Público	--	0	1	0	1	0	0	0	1	0	0
Primeiros ecos da expansão do Universo revelam que é o Vladimir Putin que está a expandi-lo 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Mulher de 64 anos que nadou entre Cuba e Florida leva Passos a mudar idade de reforma para os 90 anos 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Exames nacionais : Passos Coelho e Vítor Gaspar estão na EB de Corroios a fazer o exame da troika 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Jackson Martinez feliz por ir para o Atlético Madrid , onde não há tanta gente a falar espanhol como no balneário do FC Porto 	Inimigo Público	--	0	1	0	1	0	0	1	0	0	0
Benfica x Sporting adiado por causa do mau tempo : Vieira acusa Pinto da Costa de controlar a Protecção Civil há mais de 20 anos 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Mourinho responde a Ronaldo que a sua cuspidela no prato tem uma estrela Michelin 	Inimigo Público	--	0	1	0	0	0	1	0	1	0	0
Novo resgate suave a Portugal é irrevogável pelo que amanhã já terá sido retirado da mesa 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Seguro está na Alemanha para apoiar rival de Merkel e diz aos alemães que “ Alemanha está farta de austeridade e precisa de crescimento económico “ 	Inimigo Público	--	0	1	0	0	0	0	0	0	0	1
António Costa concentra a sua campanha no Norte porque felizmente lá ninguém sabe quem ele é 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Julho foi o mais chuvoso deste século devido à chuva de buracos , falências e escândalos do BES 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
PS só se pronuncia sobre o sucesso do CR7 se ele ganhar outra Bola de Ouro no próximo trimestre 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Novo corte de cabelo de CR7 foi feito pelo barbeiro da Selecção que se lesionou enquanto manejava a tesoura 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Remodelação : funções de Passos Coelho divididas por Wolfgang Schäuble , Ricardo Salgado e António Borges 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Tribunal Constitucional delibera que o Governo é um ânus de onde só sai trampa 	Inimigo Público	--	0	1	0	0	0	0	0	1	0	0
Luís Filipe Menezes pede factura aos eleitores pelos votos que compra 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Cristianinho não sabe qual é o seu nome e Cavaco não sabe quais são os artigos da Constituição da República 	Inimigo Público	Sim	5	5	1	3	5	2	2	0	0	0
Passos Coelho vestiu-se de jogador da Alemanha e deu a Angela Merkel um beijo apaixonado igual ao beijo de Iker Casillas a Sara Carbonero 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Real Madrid afasta grupo de extrema-direita do Santiago Bernabéu e deixa entrar nova claque do Rui Tavares 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Cavaco Silva pede que Coelho , Seguro e Portas vivam numa relação de poliamor 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Políticos portugueses vão usar fatos azul-bebé 	Inimigo Público	--	0	1	0	0	0	0	0	0	0	1
Salão erótico do Porto tem repartição de finanças na secção de sado-maso 	Inimigo Público	--	0	1	0	0	0	0	0	1	0	0
PSD diz que o Syriza é “a cirrose da Europa“ e diz que o PS é “a hepatite C de Portugal“ 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Constitucional responde à declaração de guerra de Passos e passa à luta armada 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Universidade brasileira usa imagem de Miguel Relvas para promover mestrados 	Inimigo Público	Sim	4	5	0	0	2	1	3	0	0	1
Alemães vão para a Comporta brincar aos “portuguesinhos” 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Rio decide até sexta-feira se é candidato presidencial 	Público	Não	0	5	0	0	0	0	0	0	0	5
António José Seguro preferia que o capitão de Portugal fosse decidido por simpatizantes da Selecção Nacional 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
BE identifica temas convergentes com PS e PCP `` que nunca ficarão na mesma '' 	Público	Não	1	5	0	1	0	0	3	0	0	2
Cocas e Piggy anunciam separação e já não vão coligados às eleições 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Troika corta 10 quilómetros à meia maratona de Lisboa 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Nuno Crato garante que a professora que filmava pornografia em escola pública filmaria comédias românticas em escolas privadas 	Inimigo Público	--	0	1	0	0	1	0	1	1	0	0
Paulo Portas promete uma batalha de Aljubarrota financeira 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Nuno Melo tem pena de ser conservador e não poder festejar a saída da troika com drogas 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
Costa pede uma maioria `` absolutamente absoluta '' 	Público	Sim	3	5	0	4	0	0	0	0	1	1
Guião da reforma do Estado foi escrita pelo celta Paulo Portas em Gaélico 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Socráticos gritam “Costa” na chegada de Seguro ao Rato 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Governo decide hoje novos cortes que servem para pagar descida eleitoralista de impostos de 2015 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
Cristas assegura apoios às metáforas com pastores , rebanhos e ovelhas nas reportagens sobre conclave 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
17 % dos portugueses sofrem de ansiedade e admitem formar um partido que passaria a ser a terceira força política 	Inimigo Público	Sim	5	5	0	0	5	2	0	0	2	0
Tomahawk de CR7 foi parar à Palestina e matou líder do Hamas 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Portas diz que é possível repôr 20 % dos salários em 2015 desde que sejam cortados em 40 % em 2016 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Aplicação da Google serve para monitorizar quanto tempo falta para o Rui Rio sair de casa 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Contagem final de perdigotos dá vitória moral a Seguro 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
‘Mães de Bragança’ passam a apoiar o PCTP-MRPP por Arnaldo Matos achar que ‘isto é tudo um putedo’ 	Inimigo Público	Sim	5	5	0	0	2	0	0	5	0	0
Manuel Alegre diz que é preciso dar um murro na mesa , um pontapé na cadeira e uma lamparina no psiché 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Isaltino já se teria suicidado se fosse pessimista mas ficaria em coma devido aos recursos 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Dia Mundial da Voz alerta para epidemia de heloísas apolónias 	Inimigo Público	--	0	1	0	0	0	0	0	0	1	0
Tuk-tuk já são moda também no interior onde os mata-velhos são convertidos em mata-turistas 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Fraca adesão às rescisões amigáveis no Estado pelo que o governo vai passar ao carjacking 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Evegueny Mouravitch está na Avenida dos Aliados a cobrir os violentos confrontos envolvendo adeptos do FC Porto e Paulo Fonseca 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Paulo Portas não necessita renunciar à presidência do CDS-PP porque o partido vai deixar de existir nas próximas eleições 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Jesus diz que ‘já mudámos o chip’ e anuncia o Robocop no lugar de Maxi Pereira 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
‘Silly season’ abre oficialmente com nomeação de Carlos Moedas para alto cargo europeu 	Inimigo Público	--	0	1	0	0	1	1	0	0	0	0
David Neeleman ganha privatização da TAP graças à promessa de ir buscar Jorge Jesus para CEO 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Messi fez uma fraude fiscal de 4 milhões de euros e CR7 gaba-se que fez uma fraude fiscal de 8 milhões de euros 	Inimigo Público	--	0	1	0	1	0	0	0	0	0	0
Ágata anuncia fim da carreira e Cavaco Silva condecora Ágata com o conceituado Grammy Pimba 	Inimigo Público	--	0	1	0	0	1	0	0	0	0	0
Jornalista que esgotou todos os trocadilhos possíveis com o nome Espírito Santo fez notícia “BESame mucho“ 	Inimigo Público	--	0	1	0	1	1	0	0	0	0	0
Crato vai banir calculadoras da salas de aula para impedir pandemia de gaspares 	Inimigo Público	--	0	1	0	0	0	1	0	0	0	0
Menores de 18 anos querem continuar a beber álcool para esquecer a crise na Grécia 	Inimigo Público	--	0	1	0	0	0	0	1	0	0	0
