texto	fonte	sim_ironico	nao_ironico	naosei_ironico	num_de_anotadores_total	Comparação	Hipérbole	Imparidade	Metáfora	Paradoxo	Vulgarismo	Outro	Sem Evidência	
Passos põe quatro condições para viabilizar Orçamento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Sharon Stone em Portugal para mostrar a patareca aos investigadores do DCIAP 	Inimigo Público	0	0	0	1	0	0	0	0	0	1	0	0	
Passos prevê que dívida de Portugal leve 20 ou 30 anos a pagar	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Prédios vendidos com cadáveres de idosos esquecidos no interior isentos de IMT	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Dada a libertação das Pussy Riot , Passos pergunta a Putin se tem vagas para os contribuintes portugueses na Sibéria 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
A Comissão Mista ataca ao amanhecer...	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos acusa PCP de instigar à violência	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Grécia precisa de 100 mil milhões de euros e por isso Tsipras pede a Luís Filipe Vieira para vender joias da formação dos clubes gregos 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"Troika diz que a execução do memorando  ""vai no bom caminho"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"""Diálogo 5+5"" decorre em Lisboa com energia na agenda"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Rui Machete reage às críticas: são reflexo da ""podridão dos hábitos políticos"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Empresa “A vida é Bela” vende experiências a finlandeses como “Uma tarde na IC19” ou “Uma manhã na Loja do Cidadão”	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Clientes do BES podem votar nas eleições do Sporting mesmo que não sejam sócios 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Macário Correia desafia a Justiça e promete manter-se no cargo	Público	0	0	0	0	0	0	0	0	0	0	0	0	
António Costa concentra campanha eleitoral no Norte	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Pessoas que dizem ""eu tenho uma pessoa"" têm medo que os outros pensem que namoram com um molusco ou um animal unicelular"	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
PSD Lisboa defende que António Costa devia ter pedido desculpa aos portugueses e não a Cavaco	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Rangel: os sacrifícios ""saíram do vosso corpo"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Dois dias depois da invasão , Pires de Lima encontrou sindicalista muito bem escondido no gabinete 	Inimigo Público	0	0	0	1	0	1	0	0	1	0	0	0	
"Críticas de Borges aos empresários são ""uma opinião pessoal"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Reforço do Benfica Funes Mori chegou de óculos grossos , bengala e dentadura postiça , a nova moda dos futebolistas 	Inimigo Público	0	0	0	1	0	1	0	1	0	0	0	0	
Vitorino e Durão vão discutir Grécia, terrorismo e Médio Oriente em Bilderberg	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Chefe da missão do FMI diz que Gaspar é ‘muito impressionante’ depois o ter visto mudar de roupa antes do Pilates	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Miguel Relvas afirmou que ""não há almofadas"" que permitam manter um subsídio"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
António Costa vai casar os noivos dos Casamentos de Santo António porque é uma espécie de messias 	Inimigo Público	0	0	0	1	0	0	1	1	0	0	0	0	
Fernando Nobre continua a crer que Portugal não vai precisar da intervenção do FMI	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Milionários do Feijó queixam-se de tentativa de bloqueio da Ponte 25 de Abril 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
PSD responde a silêncio de Portas sobre OE com	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Juiz submete ‘troika’ e Passos Coelho a teste de ADN para identificar paternidade do programa	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
O PS está onde sempre esteve	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jorge Jesus ganha por ano 5 milhões e 4 euros porque precisa de trocos para comprar pastilhas 	Inimigo Público	5	0	0	5	0	2	0	1	3	0	1	0	
Passos Coelho versus António Costa: o duelo vai começar	Público	0	0	0	0	0	0	0	0	0	0	0	0	
FMI quer tirar abono de família a 280 mil portugueses sem anestesia geral 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Ministério Público confisca petroleiro particular de Ricardo Salgado estacionado à sua porta de casa 	Inimigo Público	5	0	0	5	0	2	1	1	4	0	0	0	
"PS acusa Governo de ser submisso a ""grandes interesses"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Troika reuniu com Seguro e agora vai ouvir Sócrates , Costa e Soares para saber a posição oficial do PS sobre o memorando 	Inimigo Público	0	0	0	1	0	1	0	1	0	0	0	0	
Banco Geek Contra a Fome distribui passwords de wi-fi a pobres sem net	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
RTP quer deixar de pagar pelos comentários de políticos	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pescador ferido sem querer por fuzileiros foi abalroado sem querer por Luisão à saída do hospital	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Presidenciais são seguro de vida para Governo minoritário	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Homens-estátua da Rua Augusta obrigados a passar factura 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Tive uma ideia!	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Madeira: para Bagão Félix, caso ""é relativamente semelhante"" à duplicação de défice em 2009"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pai Natal faz ultimato nas SCUTS	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Primeira página de ‘A Bola’ de hoje também vai ao encontro das esquerdas de Mário Soares 	Inimigo Público	0	0	0	1	0	0	1	1	0	0	0	0	
Ao minuto: Sócrates só vai a Belém quando terminar o debate no Parlamento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos levou a Cavaco uma maioria estável com o CDS e as Televendas 	Inimigo Público	5	0	0	5	0	0	5	2	0	0	0	0	
PSD questiona ministra da Saúde sobre concursos para novos diretores no IDT	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Brasil -Alemanha : Passos Coelho está indeciso entre apoiar o país irmão Brasil ou o país patrão Alemanha 	Inimigo Público	0	0	0	1	0	0	1	1	0	0	0	0	
"Passos garante défice abaixo dos 3% mas Costa quer saber ""medidas extraordinárias"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portugueses processam Toyota por tentativa de homicídio mas advogado de defesa vai alegar insanidade temporária	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
António José Seguro notificado por não ter pedido a factura do regresso de Jorge Coelho ao PS 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Bloquista Adriana Lopera quer proibir masturbação de homens pensando em mulheres boazonas pois isso é uma violação imaginária 	Inimigo Público	0	0	0	1	0	0	1	0	0	1	0	0	
Portas diz que ‘saímos do fundo , estamos a subir a escada’ mas avisa que a banca já apanhou o elevador 	Inimigo Público	0	0	0	1	0	1	0	1	0	0	0	0	
Quim Barreiros vai fazer as primeiras partes dos briefings do governo 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"""Não houve nenhum obstáculo a esta manifestação por ser em cima de uma ponte"", assume a União de Sindicatos do Porto"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jornadas PSD/CDS arrancam com menos de metade dos deputados	Público	0	0	0	0	0	0	0	0	0	0	0	0	
 sobre Pacheco Pereira	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Tribunal Constitucional recusa registo do Movimento de Alternativa Socialista como partido	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Assunção Esteves quer patrocínios para os 40 anos do 25 de Abril e chaimite evocativa conduzida pelo Ambrósio 	Inimigo Público	0	0	0	1	1	0	0	0	0	0	0	0	
Novo hospital militar a funcionar em pleno dentro de dois anos	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PCP, BE e Verdes solicitam fiscalização de dez artigos do Orçamento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Assis diz que ""sempre"" defendeu abstenção na votação do OE"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Rui Moreira anuncia que o Norte vai voltar a chamar-se Condado Portucalense 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
"João Semedo afirma que é ""muito cedo"" para falar da sucessão de Louçã"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Estado contratou contabilista da Tecnoforma para gerir créditos do BPN mas arrependeu-se e agora vai entregar o cargo a Dias Loureiro 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
António Costa defende que Parlamento devia clarificar lei de limitação de madatos	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Rui Machete vendeu acções da SLN ao BPN com ganho de 150%	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Governo ""fez bem"" em dispensar última tranche, diz Durão Barroso"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo vai aproveitar jogo de futebol de praia para anunciar aumento de impostos 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Oposição do Benfica abraça stewards do túnel da Luz	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Rui Moreira apenas avança para o Porto se as eleições autárquicas forem arbitradas pelo Pedro Proença 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"Investidores ""assustam-se"" quando ouvem falar de ""reestruturação"" da dívida, diz Cavaco"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Máquinas Multibanco estão mais irónicas com a crise e desatam a rir sozinhas depois de cliente que consultou o saldo virar costas	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
PSD ameaça lei do Governo que visa permitir continuação de vice-procurador após 70 anos	Público	0	0	0	0	0	0	0	0	0	0	0	0	
O vento que passa volta a não dar boas novas a Manuel Alegre	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Marcelo diz que Passos o quis excluir de candidato a Belém	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Encontro sobre a Grécia reúne Freitas, Alegre, Pacheco e Louçã	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Síndrome Dias Ferreira reduz texto da moção de censura a ‘Não gosto de si’ 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
António Costa avança para a liderança do PS	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Franquelim Alves fez parte dos 'Cinco Violinos' 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
O retrato incompleto de Pedro Passos Coelho	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PT e Anacom reduzem preço da TDT para zonas sem cobertura	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Detido gang de mulheres que atacava homens para espremer borbulhas	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Resultados da última avaliação da troika apresentados na sexta-feira	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Paulo Portas foi um dos clientes de supermercado que insultou Vítor Gaspar e lhe cuspiu em cima 	Inimigo Público	0	0	0	1	0	0	0	0	0	0	1	0	
Burlão chamado Vítor Gaspar ficou com 4000 milhões de euros de idosos , dizendo-lhes que o Euro vai acabar na 5ª Feira 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
PS debate Europa sem soluções imediatas e com reduzidas expectativas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jorge Jesus fica mais um ano ao contrário de António José Seguro 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
PSD diz não compreender polémica sobre a conversa de Gaspar e Schaüble	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PS-Madeira contra a intervenção do FEEF e FMI em Portugal	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portugueses esperam que o Benfica tenha um tratamento igual à Grécia	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Juízes do tribunal de Vila Franca de Xira que trabalham dentro de um contentor usam togas feitas com sacos de batata	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Pires de Lima admite que Paulo Portas pode ser ""um bom candidato"" a Presidente da República"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pires de Lima: do partido sexy à sedução pela economia	Público	0	0	0	0	0	0	0	0	0	0	0	0	
DGCI admite em comunicado que Daniela Pimenta está inscrita na tabela de actividades do IRS como 'prima de Ricardo Quaresma'	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
69 pedidos de asilo a Portugal este ano	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pacheco Pereira furou o cordão socialista do congresso das Esquerdas 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Conselho de Segurança da ONU reúne de emergência para analisar capa de ‘A Bola’	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"PS sai ""com mais força"" após apoios na Internacional Socialista, diz Seguro"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Sócrates preside à abertura de Cimeira dos Jovens Atlanticistas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Barragens batem recorde histórico de produção de electricidade graças à água que Passos meteu ao levar outra vez Relvas para a direcção do PSD 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Segunda escolha para uma pasta sem peso	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cavaco Silva diz que a exposição de Joana Vasconcelos em Versalhes é a prova do génio português, que antes era descobrir o mundo e que agora é fazer sapatos com tachos e panelas	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Fecho do mercado de inverno: David Luiz no Chelsea, Liedson no Corinthians e Carlos Silvino no Face Oculta por 25 milhões + Paulo Penedos	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Rihanna publica mensagem de apoio a José Maria Ricciardi 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Poupança: Passos usou papel da carta de Soares para fazer contas das propinas no ensino obrigatório	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Centenas de Cobradores do Fraque não recebem salários há mais de um ano e colocam-se agora na porta das suas próprias empresas de cobranças difíceis	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Seguro vai responder à carta de Passos mas sem se desviar do seu caminho	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ondas gigantes levaram responsabilidades de Maria Luís Albuquerque no caso swaps 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Antigos alunos propõem 1.º ciclo para o Colégio Militar	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Relatório sobre a fiscalidade verde dá benefícios fiscais ao PS por estar a reciclar o líder 	Inimigo Público	0	0	0	1	0	0	1	1	0	0	0	0	
FC Porto contrata treinador de 20 meses de idade 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Banco de Portugal obriga Grupo Espírito Santo a criar almofada financeira de 700 milhões e coloca contribuintes de prevenção para voltarem a ter de morder a fronha 	Inimigo Público	0	0	0	1	0	1	1	0	0	0	0	0	
Os esqueletos no armário de Paulo Portas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Associação dos Profissionais da Guarda admite ações de protesto na rua	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Dívida pública atinge 130,3 % do PIB e Passos Coelho diz que com António Costa o país vai voltar aos despesistas tempos de Sócrates em que a dívida pública era 90 % do PIB 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Governo prevê investir 25 milhões na recuperação de três dezenas de esquadras	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Ferreira Leite diz que ""andamos a fazer sacrifícios em nome de nada"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ministério Público do Algarve queixa-se de falta de meios para lidar com afluência de políticos à região em Agosto	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Roseta acusa Relvas de ter tentado beneficiar empresa de Passos Coelho	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Acção do segurança de Passos Coelho que impediu recolha de imagens foi ""ilegítima"", diz a ERC"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portas responsabiliza leis penais pelos incidentes de Cascais e Sintra	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PSD ameaça Orçamento do Estado de 2011	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Nascidos no pós-25 de Abril juntam-se contra risco de ""retrocesso civilizacional"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Camisola mais vendida da Loja Oficial do FC Porto é a de Roberto	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Para sair da crise, é preciso ""romper com a &lt;i&gt;troika&lt;/i&gt;"" e obrigá-la a ""renegociar a dívida"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Cavaco: ""Tem havido demasiadas hesitações e cacofonia"" na UE"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Televisões não farão cobertura da campanha eleitoral autárquica	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Especialistas revelam que tamanho dos óculos de sol das mulheres está incontrolável	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Bancadas prudentes sobre inquérito ao caso BES	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Défice sobe um milhão por hora mas Passos diz que se fizermos as contas ao segundo fica pelo custo da bica 	Inimigo Público	5	0	0	5	0	5	2	0	0	0	0	0	
Juíza que prendeu Isaltino estava só há um mês em Oeiras	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Adeptos do FC Porto deram pás e picaretas aos jogadores e uma retroescavadora topo de gama a Pinto da Costa 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Idosos aderentes à telemedicina encostam o auscultador ao sítio onde lhes dói	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
PS simula criação de 207 mil postos de trabalho até 2019	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"""Sem o apoio alemão, a transição democrática em Portugal estaria ameaçada"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Paulo Portas mandou um pedido de amizade a Abebe Selassie no 'Facebook'	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Álvaro, o ministro que trazia um calendário debaixo do braço	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portugal vai receber 2495 refugiados nos próximos anos , incluindo o eurodeputado Marinho e Pinto 	Inimigo Público	0	0	0	1	0	0	1	1	0	0	0	0	
CDS quer acelerar calendário do salário mínimo, diz a UGT	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cavaco na Colômbia e Peru com remodelação em cima da mesa	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Maduro remete reflexão sobre cobertura mediática de campanhas para depois das eleições	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Graffiteiros de Lisboa fazem filas nas Repartições de Finanças para obterem a Licença Especial de Graffitagem e para pagarem o Imposto Único de Graffitagem 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
"PS diz que este Governo já só tem legitimidade ""burocrática"" e pisca o olho à esquerda"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Roménia reconhece legalmente profissão de astrólogo mas astrólogos dizem que se pagarem impostos o primeiro-ministro vai morrer num acidente de aviação	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Dona Inércia detida na prisão feminina de Tires 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Malária afecta George Clooney mas por incrível que pareça consegue torná-lo ainda mais charmoso	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
A Portuguesa vai unir todo o país na manhã de 5 de Outubro	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Semedo critica nomeação de Vítor Bento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Açores vão poder referendar questões de interesse regional	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ministra das finanças equipara presentes de Natal a prémios de jogo e quer 20 % das peúgas e sabonetes recebidos pelos portugueses 	Inimigo Público	0	0	0	1	0	0	1	0	0	1	0	0	
"Circunstâncias para acumulação de funções ""são diferentes"", diz Costa"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Chefe de Estado Maior diz-se ""muito tranquilo"" sobre Orçamento do Estado"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Sporting faz “Operação Cérebro“ junto dos adeptos para angariar os 16 milhões de euros que são precisos para pagar o salário do cérebro Jesus 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	1	0	
Vencedor do combate do século entre Floyd Mayweather e Manny Pacquiao vai defrontar Sampaio da Nóvoa 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
As várias esquerdas portuguesas mostram curiosidade pelo partido sensação de Espanha	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Dia da Criança celebrado com comícios de birras e histórias da carochinha	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Bashar al-Assad ameaça a Europa , europeus não entendem o que ele pode fazer para tornar a Europa pior do que já está 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Portugal deve renegociar a dívida tal como fez a Alemanha quando precisou, defende BE	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Conferência sobre a água entre Portugal e Espanha marcada para Julho	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Vaticano prefere abdicar do 1 de Novembro em vez do 15 de Agosto	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"""A política que foi seguida foi a que o realismo impunha"", defende-se Passos Coelho"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
BE propõe legalização das 'barrigas de aluguer' e alargamento da PMA a todas as mulheres	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"""Já fomos muito para além do limite do que pode ser exigido aos portugueses"", diz PS"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Chanceler alemã ""não é bem-vinda"", diz Jerónimo de Sousa"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Secretário de Estado da Economia substituído por Paulo Pereira Cristóvão 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Canibais estão mais poupados com a crise e levam a marmita para o trabalho com a carne humana cozinhada em casa	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Breivik vai ser interrogado por Alfredo Barroso e Teresa Caeiro	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Passos defende que Governo não aposta em ""desvalorização adicional dos salários"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Portas elogia em Madrid ""simplex"" de Sócrates"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Vasco Lourenço acusa Governo de empobrecer o país intencionalmente	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Álvaro Santos Pereira quer crianças milionárias que ganham concursos de beleza a viver no Algarve 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
"Assunção Esteves diz que ""esta competição política no Parlamento é normal"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Primeira máquina de Multibanco foi instalada há 30 anos em casa de Dias Loureiro 	Inimigo Público	0	0	0	1	0	0	0	0	0	0	1	0	
Deus tenta melhorar popularidade nas sondagens com promessa de que tempo perdido em filas de trânsito e publicidade em clips do YouTube poderá ser deduzido na hora da morte	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos Coelho diz que Forças de Segurança precisariam de 45 milhões de euros	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ministro da Saúde recebido com protestos em inauguração no Barreiro	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Astrólogos baixam preço das consultas por causa da crise e cobram 50 euros por previsões más e 200 euros por previsões boas	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Assaltantes evitam balcões do BPN para não correrem o risco de trazer acções do banco por engano	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo trabalha a 13 de Junho, serviços ministeriais fecham onde se festeja o Santo António	Público	0	0	0	0	0	0	0	0	0	0	0	0	
FMI baseou o seu relatório em opiniões da Sandra da 'Casa dos Segredos ' que 'ninguém leva a sério' 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
PS quer que reforma do Poder Local comece pela revisão da lei eleitoral autárquica	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Governos ibéricos insistem nas ""garantias"" e ""compromissos"" do governo grego"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Arrumadores com bóias e braçadeiras ajudaram a atracar barcos da Volvo Ocean Race 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
"Secretário de Estado contestado diz-se ""tranquilo"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos Coelho defende parceria de Cabo Verde com UE para o desenvolvimento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo usa ‘calibrar’ para não falar em aumento de impostos e oficinas passam a designar calibragem de pneus como ‘aumento de impostos de pneus’ 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Mario Monti pondera candidatar-se ao Sporting	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Fábrica da Sicasal volta a  funcionar após incêndio e vende latas de  salsichas carbonizadas como Sicasal Barbecue	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Paulo Bento martirizou-se no Muro das Lamentações pela campanha que a Selecção Nacional tem feito 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
"Jovens da ""geração à rasca"" expulsos de Viseu por tentarem interromper um discurso de José Sócrates igual a todos os outros que ele faz"	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Fernando Santos à frente das sondagens na Grécia	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jorge Jesus acha que a Juventus vai estacionar a chaimite em frente à baliza 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Freitas do Amaral diz que regresso aos mercados não é mérito do Governo	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos Coelho inaugura relógio com contagem decrescente para o fim da função pública 	Inimigo Público	0	0	0	1	0	1	0	0	1	0	0	0	
PCP: Cavaco mostra-se mais preocupado com a troika do que a Constituição	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Afonso Candal deixa Parlamento depois do OE	Público	0	0	0	0	0	0	0	0	0	0	0	0	
João Proença disse à ‘troika’ que Portugal não é a Grécia e ‘troika’ disse a João Proença que já sabe disso, pois os gregos lutam contra as medidas da ‘troika’	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pelo menos 25 vice-presidentes são candidatos nas próximas eleições autárquicas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pirómanos queixam-se que inesperadas chuvas previstas em Agosto vão arruinar completamente a sua época de incêndios	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Mendes Bota aprovado para cabeça de lista pelo PSD Algarve	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cientistas descobrem que o homem de Neandertal não apenas já cozinhava alimentos como fazia quase todos os pratos numa Bimby de osso de mamute	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pita promíscua da margem sul manda servidor do Facebook abaixo depois da quantidade de mudanças de estado civil	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
PS pede explicações ao Ministério da Cultura sobre demissão de Salavisa	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Rui Rio comove-se ao deixar à Câmara do Porto	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Montenegro diz que democracia foi ""abalroada"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
